"","smiles","drugbank_id","prestwick_ID"
"1002","CN1N(C(=O)C(NC(=O)C2=CC=CN=C2)=C1C)C1=CC=CC=C1","DB13407","Prestw-225"
"1003","C1CCN2N=NN=C2CC1","DB13415","Prestw-162"
"1004","CC(O)=NC1CCSC1=O","DB13442","Prestw-644"
"1005","CC(C)NC[C@H](O)COC1=CC=C(CC(N)=O)C=C1","DB13443","Prestw-953"
"1006","C[N+](C)(CCOC1=CC=CC=C1)CC1=CC=CC=C1","DB13462","Prestw-936"
"1007","CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC1C2=CC=CC=C2CCC2=C1C=CC=C2","DB13466","Prestw-1013"
"1008","[H][C@@]1(CC[C@]2(O)[C@]3([H])CC[C@]4([H])C[C@]([H])(CC[C@]4(C)[C@@]3([H])C[C@@]([H])(O)[C@]12C)O[C@@]1([H])C[C@]([H])(O)[C@]([H])(O[C@@]2([H])C[C@]([H])(O)[C@]([H])(O[C@@]3([H])C[C@]([H])(OC(C)=O)[C@]([H])(O[C@]4([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]4([H])O)[C@@]([H])(C)O3)[C@@]([H])(C)O2)[C@@]([H])(C)O1)C1=CC(=O)OC1","DB13467","Prestw-656"
"1009","CCC1(CCCCN(C)C1)C1=CC(O)=CC=C1","DB13478","Prestw-1004"
"1010","CCNCC.OC1=CC(=C(O)C=C1)S(O)(=O)=O","DB13483","Prestw-1015"
"1011","NC(=O)C1=CC=[N+](CC2=C(N3[C@H](SC2)[C@H](NC(=O)[C@@H](C2=CC=CC=C2)S(O)(=O)=O)C3=O)C([O-])=O)C=C1","DB13499","Prestw-814"
"1012","COC1=CC(OC)=C(C(=O)CCCN2CCCC2)C(OC)=C1","DB13510","Prestw-426"
"1013","COC1=CC(N)=C(Cl)C=C1C(=O)NC1CCN(CC2=CC=CC=C2)CC1","DB13511","Prestw-380"
"1014","CC(C(O)=O)C1=CC2=C(OC3=C(C2)C=CC=N3)C=C1","DB13514","Prestw-1318"
"1015","[H][C@@]12CC3=CN(C)C4=CC=CC(=C34)[C@@]1([H])C[C@@H](CNC(=O)OCC1=CC=CC=C1)CN2C","DB13520","Prestw-364"
"1016","[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(Cl)C2=CC(=O)CC[C@]12C","DB13528","Prestw-1374"
"1017","NS(=O)(=O)C1=CC2=C(NC(CC3CCCC3)NS2(=O)=O)C=C1Cl","DB13532","Prestw-994"
"1018","CN1C2=C(N(CC(O)=O)C=N2)C(=O)N(C)C1=O","DB13573","Prestw-1507"
"1019","CC(N)CCCC(C)(C)O","DB13574","Prestw-15"
"1020","OC(=O)CCC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1","DB13580","Prestw-702"
"1021","CC1=CC=CC=C1OCC(O)CO","DB13583","Prestw-178"
"1022","CCN(CC)CCOC(=O)C(CC1CCCO1)CC1=C2C=CC=CC2=CC=C1","DB13588","Prestw-377"
"1023","NC(=N)NC(=N)N1CCOCC1","DB13597","Prestw-84"
"1024","CCN1C=C(C(O)=O)C(=O)C2=CC3=C(OCO3)C=C12","DB13627","Prestw-193"
"1025","OC(CCN1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1","DB13642","Prestw-799"
"1026","[H][C@@]12C[C@@]3([H])\C(C[N@+]1(CC=C)CC[C@@]21C2=C(C=CC=C2)N2\C=C4/[C@]5([H])N(\C=C3/[C@@]12[H])C1=C(C=CC=C1)[C@@]51CC[N@@+]2(CC=C)C\C(=C\CO)[C@]4([H])C[C@@]12[H])=C/CO","DB13648","Prestw-1036"
"1027","[O-][N+](=O)C1=CN=C(S1)N1CCNC1=O","DB13661","Prestw-469"
"1028","CN1CCCN=C1\C=C\C1=CC=CC(O)=C1","DB13670","Prestw-398"
"1029","CCCCC1=CC2=CC=CC=C2C(OCCN(C)C)=N1","DB13683","Prestw-630"
"1030","COC1=CC(=CC(OC)=C1OC)C(=O)OCCCN1CCCN(CCCOC(=O)C2=CC(OC)=C(OC)C(OC)=C2)CC1","DB13715","Prestw-236"
"1031","C[N+]1(C)CCC(CC1)=C(C1=CC=CC=C1)C1=CC=CC=C1","DB13720","Prestw-79"
"1032","NC(=N)NS(=O)(=O)C1=CC=C(N)C=C1","DB13726","Prestw-10"
"1033","O[Sb](=O)=O.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO","DB13732","Prestw-884"
"1034","CCN(CC)CCNC(C(=O)OCCC(C)C)C1=CC=CC=C1","DB13738","Prestw-1498"
"1035","CCC1(C)CC(=O)NC(=O)C1","DB13740","Prestw-882"
"1036","CCN1C=C(C(O)=O)C(=O)C2=CN=C(N=C12)N1CCCC1","DB13744","Prestw-805"
"1037","CN(C)CCOC(=O)COC1=CC=C(Cl)C=C1","DB13758","Prestw-763"
"1038","CC1=CC=CC(C)=C1NC(=O)CN1CCN(CCCC(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)CC1","DB13766","Prestw-381"
"1039","CN1CCN(CC1)C1=C(F)C=C2C(=O)C(=CN3CCSC1=C23)C(O)=O","DB13772","Prestw-1338"
"1040","COC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)C=C1","DB13773","Prestw-724"
"1041","OC(CNCCNC(=O)N1CCOCC1)COC1=CC=C(O)C=C1","DB13781","Prestw-923"
"1042","COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(=O)OCC(O)=O","DB13783","Prestw-296"
"1043","OCC(O)CN1CCN(CC1)C1=CC=CC=C1","DB13785","Prestw-245"
"1044","ClC1=CC=C(OCC(=O)N2CCN(CC3=CC4=C(OCO4)C=C3)CC2)C=C1","DB13790","Prestw-298"
"1045","C[C@H]1CCC[C@@H](C)N1NC(=O)C1=CC=C(Cl)C(=C1)S(N)(=O)=O","DB13792","Prestw-354"
"1046","[H][C@]12N3CCC[C@@]1(CC)CC(=O)N1C4=CC=CC=C4C(CC3)=C21","DB13793","Prestw-607"
"1047","CN1CCC2=C(C1)C1=CC=CC=C1N2CC1=CC=CC=C1","DB13808","Prestw-455"
"1048","CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3=CC=CC=C3)C(=O)N2[C@H]1C(=O)OC1OC(=O)C2=CC=CC=C12","DB13814","Prestw-1010"
"1049","CCN1C=C(C(O)=O)C(=O)C2=CN=C(N=C12)N1CCNCC1","DB13823","Prestw-897"
"1050","C[N+]1(C)[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1","DB13833","Prestw-900"
"1051","CC[N+]1(C)CCCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1","DB13844","Prestw-760"
"1052","COC1=CC=C(C=C1)C1=CC(=S)SS1","DB13853","Prestw-1223"
"1053","OC1=CC=C(C=C1)C(=O)N\N=C\C1=CC=C(O1)[N+]([O-])=O","DB13855","Prestw-555"
"1054","[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CC[C@H](O)C=C3CC[C@@]21[H]","DB13866","Prestw-908"
"1055","C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)SCF","DB13867","Prestw-997"
"1056","CCOC1=NC2=CC=CC(C(O)=O)=C2N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1","DB13919","Prestw-1258"
"1057","[H][C@@]12CC[C@H](OC(=O)CCCC)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3","DB13956","Prestw-1473"
"1058","OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O","DB14007","Prestw-941"
"1059","NC1CCN(C1)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1Cl)C(O)=O","DB14025","Prestw-1379"
"1060","CCN(CC)CCNC1=C2C(=O)C3=CC=CC=C3SC2=C(CO)C=C1","DB14061","Prestw-355"
"1061","OCN1C(NC(=O)NCNC(=O)NC2N(CO)C(=O)NC2=O)C(=O)NC1=O","DB14075","Prestw-1071"
"1062","CCCCOC(=O)C1=CC=C(O)C=C1","DB14084","Prestw-894"
"1063","NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](COP([O-])(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)[C@@H](O)[C@H]1O","DB14128","Prestw-741"
"1064","[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","DB14539","Prestw-1486"
"1065","[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C","DB14640","Prestw-6"
"1066","[H][C@@]12CC(=C)[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C","DB14659","Prestw-1435"
"1067","[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","DB14681","Prestw-273"
"1068","OC1=CC(O)=C2C(=O)C=C(OC2=C1)C1=CC=C(O)C(O)=C1","DB15584","Prestw-870"
